FECHA,DEPARTAMENTO,MUNICIPIO,TIPO DE EVENTO,DIVIPOLA,FALLECIDOS,HERIDOS,DESAPARECIDOS,AFECTADOS,FAMILIAS,VIVIENDAS DESTRUIDAS,VIVIENDAS AVERIADAS,VIAS,PUENTES VEHICULARES,PUENTES PEATONALES,ACUEDUCTO,ALCANTARILLADO,CENTROS DE SALUD,CENTROS EDUCATIVOS,CENTROS COMUNITARIOS,HECTAREAS,OTROS-AFECTACION,SUBSIDIO DE ARRIENDO,MENAJES,APOYO ALIMENTARIO,MATERIALES DE CONSTRUCCION,SACOS - BIG BAG,OTROS-APOYO,CARROTANQUES-MOTOBOMBAS- PLANTA POTABILIZADORA,HORAS MAQUINA RETROEXCAVADORA- BULLDOZER -INTERVENTORIA,SOPORTE AEREO,TRANSFERENCIAS ECONOMICAS,RECURSOS EJECUTADOS,CANTIDAD DE CEPILLO ADULTO,VALOR CEPILLO ADULTO,CANTIDAD CEPILLO NIÑO,VALOR CEPILLO NIÑO,CANTIDAD CHOCOLATERA,VALOR CHOCOLATERA,CANTIDAD CINTA EMPALMAR,VALOR CINTA EMPALMAR,CANTIDAD COBIJAS,VALOR COBIJAS,CANTIDAD DE CARPAS,VALOR DE LAS CARPAS,CANTIDAD DE COLCHONETAS,VALOR DE LAS COLCHONETAS,CANTIDAD DE CATRES,VALOR DE LOS CATRES,CANTIDAD DE BOTAS,VALOR DE LAS BOTAS,CANTIDAD DE CUCHARAS DE ACERO,VALOR DE LAS CUCHARAS DE ACERO,CANTIDAD DE CUCHARAS DE MADERA,VALOR DE LAS CUCHARAS DE MADERA,CANTIDAD DE ESTUFAS,VALOR DE LAS ESTUFAS,CANTIDAD DE HAMACAS,VALOR DE LAS HAMACAS,CANTIDAD DE JABON DE BAÑO,VALOR DE LOS JABONES DE BAÑO,CANTIDAD DE JABON DE BARRA,VALOR DE LOS JABONES DE BARRA,CANTIDAD DE JUEGOS DE CUBIERTOS,VALOR DE LOS JUEGOS DE CUBIERTOS,CANTIDAD DE OLLAS,VALOR DE LAS OLLAS,CANTIDAD DE PAPEL HIGIENICO,VALOR DEL PAPEL HIGIENICO,CANTIDAD DE PEINILLAS,VALOR DE LAS PEINILLAS,CANTIDAD DE PLASTICO NEGRO,VALOR DEL PLASTICO NEGRO,CANTIDAD DE PLATOS HONDOS,VALOR DE LOS PLATOS HONDOS,CANTIDAD DE PLATOS PANDOS,VALOR DE LOS PLATOS PANDOS,CANTIDAD DE POCILLOS,VALOR DE LOS POCILLOS,CANTIDAD DE RACIONES DE CAMPAÑA,VALOR DE LAS RACIONES DE CAMPAÑA,CANTIDAD DE SABANAS,VALOR DE LAS SABANAS,CANTIDAD DE FRAZADAS,VALOR DE LAS FRAZADAS,CANTIDAD DE TOALLAS,VALOR DE LAS TOALLAS,CANTIDAD DE TOLDILLOS,VALOR DE LOS TOLDILLOS,CANTIDAD DE KITS DE ASEO,VALOR DE LOS KITS DE ASEO,CANTIDAD DE KITS DE COCINA,VALOR DE LOS KITS DE COCINA,CANTIDAD DE KITS DE ALCOBA,VALOR DE LOS KITS DE ALCOBA,VALOR DE LOS MENAJES,CANTIDAD DE SACOS,VALOR DE LOS SACOS,CANTIDAD DE BIG BAG,VALOR DE LAS BIG BAG,CANTIDAD DE MERCADOS,VALOR DE LOS MERCADOS,CANTIDAD DE CEMENTO,VALOR DEL CEMENTO,CANTIDAD DE TEJAS,VALOR DE LAS TEJAS,DESCRIPCION DE LOS MATERIALES DE CONSTRUCCION,VALOR DE LOS MATERIALES DE CONSTRUCCION,TRANSFERENCIA ECONOMICA,APOYO TOTAL FNGRD
01/03/2018 12:00:00 AM,CALDAS,SUPIA,INUNDACIÓN,17777,0,0,0,10,5,0,3,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,11,0
01/03/2018 12:00:00 AM,CALDAS,SUPIA,REMOCIÓN EN MASA,17777,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,12,0
01/03/2018 12:00:00 AM,CESAR,CURUMANI,INUNDACIÓN,20228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,13,0
01/03/2018 12:00:00 AM,LA GUAJIRA,BARRANCAS,VENDAVAL,44078,0,0,0,120,24,0,24,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,14,0
01/03/2018 12:00:00 AM,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,66572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,15,0
01/03/2018 12:00:00 AM,TOLIMA,ORTEGA,DESLIZAMIENTO,73504,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,16,0
01/03/2018 12:00:00 AM,TOLIMA,ROVIRA,REMOCIÓN EN MASA,73624,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,17,0
01/03/2018 12:00:00 AM,TOLIMA,ROVIRA,VENDAVAL,73624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,18,0
01/04/2018 12:00:00 AM,ANTIOQUIA,COCORNA,ACCIDENTE,5197,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,19,0
01/04/2018 12:00:00 AM,RISARALDA,QUINCHIA,DESLIZAMIENTO,66594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,20,0
01/04/2018 12:00:00 AM,SANTANDER,PUERTO WILCHES,ACCIDENTE,68575,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,21,0
01/05/2018 12:00:00 AM,BOYACA,CHIQUIZA,INCENDIO FORESTAL,15232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,22,0
01/05/2018 12:00:00 AM,CESAR,AGUACHICA,INCENDIO FORESTAL,20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,23,0
01/05/2018 12:00:00 AM,META,PUERTO GAITAN,INCENDIO FORESTAL,50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,24,0
01/05/2018 12:00:00 AM,SUCRE,COVEÑAS,MAR DE LEVA,70221,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,25,0
01/06/2018 12:00:00 AM,CUNDINAMARCA,GUASCA,INCENDIO FORESTAL,25322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,26,0
01/06/2018 12:00:00 AM,CUNDINAMARCA,VIOTA,CRECIENTE SÚBITA,25878,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,27,0
01/06/2018 12:00:00 AM,META,PUERTO LOPEZ,INCENDIO FORESTAL,50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,28,0
01/06/2018 12:00:00 AM,QUINDIO,SALENTO,OTROS,63690,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,29,0
01/06/2018 12:00:00 AM,SANTANDER,FLORIDABLANCA,DESLIZAMIENTO,68276,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,30,0
01/07/2018 12:00:00 AM,TOLIMA,VENADILLO,OTROS,73861,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,31,0
01/07/2018 12:00:00 AM,VALLE DEL CAUCA,FLORIDA,VENDAVAL,76275,0,0,0,25,5,0,5,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,32,0
01/08/2018 12:00:00 AM,CUNDINAMARCA,LA MESA,INUNDACIÓN,25386,0,0,0,20,4,0,4,0,0,0,0,1,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,33,0
01/08/2018 12:00:00 AM,LA GUAJIRA,MANAURE,INCENDIO ESTRUCTURAL,44560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,34,0
01/08/2018 12:00:00 AM,QUINDIO,CALARCA,VENDAVAL,63130,0,5,0,630,42,0,42,0,0,0,8,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,35,0
01/08/2018 12:00:00 AM,QUINDIO,CALARCA,VENDAVAL,63130,0,0,0,15,3,0,3,0,0,0,3,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,36,0
01/08/2018 12:00:00 AM,QUINDIO,CORDOBA,VENDAVAL,63212,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,37,0
01/08/2018 12:00:00 AM,SANTANDER,GALAN,INCENDIO FORESTAL,68296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,38,0
01/08/2018 12:00:00 AM,SANTANDER,LEBRIJA,ACCIDENTE,68406,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,No Registra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,0,39,0
